,image
6014,ISIC_2020_Train_DICOM_corrected/train/ISIC_4828265.dcm
6015,ISIC_2020_Train_DICOM_corrected/train/ISIC_9195962.dcm
6016,ISIC_2020_Train_DICOM_corrected/train/ISIC_9694275.dcm
6017,ISIC_2020_Train_DICOM_corrected/train/ISIC_9594276.dcm
6018,ISIC_2020_Train_DICOM_corrected/train/ISIC_4512891.dcm
6019,ISIC_2020_Train_DICOM_corrected/train/ISIC_9135251.dcm
6020,ISIC_2020_Train_DICOM_corrected/train/ISIC_8164676.dcm
6021,ISIC_2020_Train_DICOM_corrected/train/ISIC_6792155.dcm
6022,ISIC_2020_Train_DICOM_corrected/train/ISIC_5446987.dcm
6023,ISIC_2020_Train_DICOM_corrected/train/ISIC_6041880.dcm
6024,ISIC_2020_Train_DICOM_corrected/train/ISIC_2291059.dcm
6025,ISIC_2020_Train_DICOM_corrected/train/ISIC_6177583.dcm
6026,ISIC_2020_Train_DICOM_corrected/train/ISIC_0096227.dcm
6027,ISIC_2020_Train_DICOM_corrected/train/ISIC_0193907.dcm
6028,ISIC_2020_Train_DICOM_corrected/train/ISIC_2153301.dcm
6029,ISIC_2020_Train_DICOM_corrected/train/ISIC_8119754.dcm
6030,ISIC_2020_Train_DICOM_corrected/train/ISIC_1034419.dcm
6031,ISIC_2020_Train_DICOM_corrected/train/ISIC_2945072.dcm
6032,ISIC_2020_Train_DICOM_corrected/train/ISIC_7020578.dcm
6033,ISIC_2020_Train_DICOM_corrected/train/ISIC_4897852.dcm
6034,ISIC_2020_Train_DICOM_corrected/train/ISIC_9228120.dcm
6035,ISIC_2020_Train_DICOM_corrected/train/ISIC_2411706.dcm
6036,ISIC_2020_Train_DICOM_corrected/train/ISIC_8108963.dcm
6037,ISIC_2020_Train_DICOM_corrected/train/ISIC_0973194.dcm
6038,ISIC_2020_Train_DICOM_corrected/train/ISIC_0596089.dcm
6039,ISIC_2020_Train_DICOM_corrected/train/ISIC_1718707.dcm
6040,ISIC_2020_Train_DICOM_corrected/train/ISIC_1894639.dcm
6041,ISIC_2020_Train_DICOM_corrected/train/ISIC_5200993.dcm
6042,ISIC_2020_Train_DICOM_corrected/train/ISIC_1665153.dcm
6043,ISIC_2020_Train_DICOM_corrected/train/ISIC_4366213.dcm
6044,ISIC_2020_Train_DICOM_corrected/train/ISIC_5709878.dcm
6045,ISIC_2020_Train_DICOM_corrected/train/ISIC_8764217.dcm
6046,ISIC_2020_Train_DICOM_corrected/train/ISIC_7241549.dcm
6047,ISIC_2020_Train_DICOM_corrected/train/ISIC_9058340.dcm
6048,ISIC_2020_Train_DICOM_corrected/train/ISIC_3745711.dcm
6049,ISIC_2020_Train_DICOM_corrected/train/ISIC_6107589.dcm
6050,ISIC_2020_Train_DICOM_corrected/train/ISIC_9356222.dcm
6051,ISIC_2020_Train_DICOM_corrected/train/ISIC_3673090.dcm
6052,ISIC_2020_Train_DICOM_corrected/train/ISIC_9829605.dcm
6053,ISIC_2020_Train_DICOM_corrected/train/ISIC_3084624.dcm
6054,ISIC_2020_Train_DICOM_corrected/train/ISIC_1603003.dcm
6055,ISIC_2020_Train_DICOM_corrected/train/ISIC_9750885.dcm
6056,ISIC_2020_Train_DICOM_corrected/train/ISIC_8324205.dcm
6057,ISIC_2020_Train_DICOM_corrected/train/ISIC_2964397.dcm
6058,ISIC_2020_Train_DICOM_corrected/train/ISIC_1837089.dcm
6059,ISIC_2020_Train_DICOM_corrected/train/ISIC_4427755.dcm
6060,ISIC_2020_Train_DICOM_corrected/train/ISIC_4113197.dcm
6061,ISIC_2020_Train_DICOM_corrected/train/ISIC_2394894.dcm
6062,ISIC_2020_Train_DICOM_corrected/train/ISIC_3341471.dcm
6063,ISIC_2020_Train_DICOM_corrected/train/ISIC_6146357.dcm
6064,ISIC_2020_Train_DICOM_corrected/train/ISIC_8165434.dcm
6065,ISIC_2020_Train_DICOM_corrected/train/ISIC_0214186.dcm
6066,ISIC_2020_Train_DICOM_corrected/train/ISIC_4794551.dcm
6067,ISIC_2020_Train_DICOM_corrected/train/ISIC_8571262.dcm
6068,ISIC_2020_Train_DICOM_corrected/train/ISIC_8658037.dcm
6069,ISIC_2020_Train_DICOM_corrected/train/ISIC_7614036.dcm
6070,ISIC_2020_Train_DICOM_corrected/train/ISIC_7272509.dcm
6071,ISIC_2020_Train_DICOM_corrected/train/ISIC_3779532.dcm
6072,ISIC_2020_Train_DICOM_corrected/train/ISIC_2516069.dcm
6073,ISIC_2020_Train_DICOM_corrected/train/ISIC_5644673.dcm
6074,ISIC_2020_Train_DICOM_corrected/train/ISIC_7702225.dcm
6075,ISIC_2020_Train_DICOM_corrected/train/ISIC_2450662.dcm
6076,ISIC_2020_Train_DICOM_corrected/train/ISIC_0726626.dcm
6077,ISIC_2020_Train_DICOM_corrected/train/ISIC_0229265.dcm
6078,ISIC_2020_Train_DICOM_corrected/train/ISIC_9716059.dcm
6079,ISIC_2020_Train_DICOM_corrected/train/ISIC_5809781.dcm
6080,ISIC_2020_Train_DICOM_corrected/train/ISIC_8712028.dcm
6081,ISIC_2020_Train_DICOM_corrected/train/ISIC_7402852.dcm
6082,ISIC_2020_Train_DICOM_corrected/train/ISIC_7835257.dcm
6083,ISIC_2020_Train_DICOM_corrected/train/ISIC_6553579.dcm
6084,ISIC_2020_Train_DICOM_corrected/train/ISIC_7211590.dcm
6085,ISIC_2020_Train_DICOM_corrected/train/ISIC_2078928.dcm
6086,ISIC_2020_Train_DICOM_corrected/train/ISIC_9980055.dcm
6087,ISIC_2020_Train_DICOM_corrected/train/ISIC_5783397.dcm
6088,ISIC_2020_Train_DICOM_corrected/train/ISIC_7352175.dcm
6089,ISIC_2020_Train_DICOM_corrected/train/ISIC_3998204.dcm
6090,ISIC_2020_Train_DICOM_corrected/train/ISIC_5331210.dcm
6091,ISIC_2020_Train_DICOM_corrected/train/ISIC_2482016.dcm
6092,ISIC_2020_Train_DICOM_corrected/train/ISIC_2245709.dcm
6093,ISIC_2020_Train_DICOM_corrected/train/ISIC_3599908.dcm
6094,ISIC_2020_Train_DICOM_corrected/train/ISIC_5302506.dcm
6095,ISIC_2020_Train_DICOM_corrected/train/ISIC_2900048.dcm
6096,ISIC_2020_Train_DICOM_corrected/train/ISIC_7835537.dcm
6097,ISIC_2020_Train_DICOM_corrected/train/ISIC_0275693.dcm
6098,ISIC_2020_Train_DICOM_corrected/train/ISIC_0963531.dcm
6099,ISIC_2020_Train_DICOM_corrected/train/ISIC_5313087.dcm
6100,ISIC_2020_Train_DICOM_corrected/train/ISIC_9669876.dcm
6101,ISIC_2020_Train_DICOM_corrected/train/ISIC_9235975.dcm
6102,ISIC_2020_Train_DICOM_corrected/train/ISIC_5114555.dcm
6103,ISIC_2020_Train_DICOM_corrected/train/ISIC_5917605.dcm
6104,ISIC_2020_Train_DICOM_corrected/train/ISIC_8913074.dcm
6105,ISIC_2020_Train_DICOM_corrected/train/ISIC_9629024.dcm
6106,ISIC_2020_Train_DICOM_corrected/train/ISIC_9203669.dcm
6107,ISIC_2020_Train_DICOM_corrected/train/ISIC_7044184.dcm
6108,ISIC_2020_Train_DICOM_corrected/train/ISIC_1728564.dcm
6109,ISIC_2020_Train_DICOM_corrected/train/ISIC_3460864.dcm
6110,ISIC_2020_Train_DICOM_corrected/train/ISIC_6498256.dcm
6111,ISIC_2020_Train_DICOM_corrected/train/ISIC_6329217.dcm
6112,ISIC_2020_Train_DICOM_corrected/train/ISIC_9325164.dcm
6113,ISIC_2020_Train_DICOM_corrected/train/ISIC_3102613.dcm
6114,ISIC_2020_Train_DICOM_corrected/train/ISIC_5532861.dcm
6115,ISIC_2020_Train_DICOM_corrected/train/ISIC_9059021.dcm
6116,ISIC_2020_Train_DICOM_corrected/train/ISIC_0701455.dcm
6117,ISIC_2020_Train_DICOM_corrected/train/ISIC_8552300.dcm
6118,ISIC_2020_Train_DICOM_corrected/train/ISIC_3820533.dcm
6119,ISIC_2020_Train_DICOM_corrected/train/ISIC_5557588.dcm
6120,ISIC_2020_Train_DICOM_corrected/train/ISIC_2071774.dcm
6121,ISIC_2020_Train_DICOM_corrected/train/ISIC_4536407.dcm
6122,ISIC_2020_Train_DICOM_corrected/train/ISIC_6570611.dcm
6123,ISIC_2020_Train_DICOM_corrected/train/ISIC_9631590.dcm
6124,ISIC_2020_Train_DICOM_corrected/train/ISIC_6417059.dcm
6125,ISIC_2020_Train_DICOM_corrected/train/ISIC_6938905.dcm
6126,ISIC_2020_Train_DICOM_corrected/train/ISIC_8127396.dcm
6127,ISIC_2020_Train_DICOM_corrected/train/ISIC_6099698.dcm
6128,ISIC_2020_Train_DICOM_corrected/train/ISIC_7611464.dcm
6129,ISIC_2020_Train_DICOM_corrected/train/ISIC_1411047.dcm
6130,ISIC_2020_Train_DICOM_corrected/train/ISIC_3887465.dcm
6131,ISIC_2020_Train_DICOM_corrected/train/ISIC_1883402.dcm
6132,ISIC_2020_Train_DICOM_corrected/train/ISIC_7231192.dcm
6133,ISIC_2020_Train_DICOM_corrected/train/ISIC_4115255.dcm
6134,ISIC_2020_Train_DICOM_corrected/train/ISIC_5879574.dcm
6135,ISIC_2020_Train_DICOM_corrected/train/ISIC_0414259.dcm
6136,ISIC_2020_Train_DICOM_corrected/train/ISIC_2214766.dcm
6137,ISIC_2020_Train_DICOM_corrected/train/ISIC_4456117.dcm
6138,ISIC_2020_Train_DICOM_corrected/train/ISIC_9324123.dcm
6139,ISIC_2020_Train_DICOM_corrected/train/ISIC_2653098.dcm
6140,ISIC_2020_Train_DICOM_corrected/train/ISIC_8828079.dcm
6141,ISIC_2020_Train_DICOM_corrected/train/ISIC_2211811.dcm
6142,ISIC_2020_Train_DICOM_corrected/train/ISIC_3057335.dcm
6143,ISIC_2020_Train_DICOM_corrected/train/ISIC_0200999.dcm
6144,ISIC_2020_Train_DICOM_corrected/train/ISIC_6430323.dcm
6145,ISIC_2020_Train_DICOM_corrected/train/ISIC_7289716.dcm
6146,ISIC_2020_Train_DICOM_corrected/train/ISIC_5006020.dcm
6147,ISIC_2020_Train_DICOM_corrected/train/ISIC_0459035.dcm
6148,ISIC_2020_Train_DICOM_corrected/train/ISIC_0155473.dcm
6149,ISIC_2020_Train_DICOM_corrected/train/ISIC_2149858.dcm
6150,ISIC_2020_Train_DICOM_corrected/train/ISIC_8653009.dcm
6151,ISIC_2020_Train_DICOM_corrected/train/ISIC_8236660.dcm
6152,ISIC_2020_Train_DICOM_corrected/train/ISIC_1067806.dcm
6153,ISIC_2020_Train_DICOM_corrected/train/ISIC_2918117.dcm
6154,ISIC_2020_Train_DICOM_corrected/train/ISIC_9593811.dcm
6155,ISIC_2020_Train_DICOM_corrected/train/ISIC_2871437.dcm
6156,ISIC_2020_Train_DICOM_corrected/train/ISIC_7600312.dcm
6157,ISIC_2020_Train_DICOM_corrected/train/ISIC_9746861.dcm
6158,ISIC_2020_Train_DICOM_corrected/train/ISIC_9282976.dcm
6159,ISIC_2020_Train_DICOM_corrected/train/ISIC_7596526.dcm
6160,ISIC_2020_Train_DICOM_corrected/train/ISIC_9989641.dcm
6161,ISIC_2020_Train_DICOM_corrected/train/ISIC_6786759.dcm
6162,ISIC_2020_Train_DICOM_corrected/train/ISIC_6652021.dcm
6163,ISIC_2020_Train_DICOM_corrected/train/ISIC_2339522.dcm
6164,ISIC_2020_Train_DICOM_corrected/train/ISIC_3559222.dcm
6165,ISIC_2020_Train_DICOM_corrected/train/ISIC_0694559.dcm
6166,ISIC_2020_Train_DICOM_corrected/train/ISIC_4226975.dcm
6167,ISIC_2020_Train_DICOM_corrected/train/ISIC_2951758.dcm
6168,ISIC_2020_Train_DICOM_corrected/train/ISIC_5859895.dcm
6169,ISIC_2020_Train_DICOM_corrected/train/ISIC_1014210.dcm
6170,ISIC_2020_Train_DICOM_corrected/train/ISIC_6913638.dcm
6171,ISIC_2020_Train_DICOM_corrected/train/ISIC_6736990.dcm
6172,ISIC_2020_Train_DICOM_corrected/train/ISIC_0628277.dcm
6173,ISIC_2020_Train_DICOM_corrected/train/ISIC_0394664.dcm
6174,ISIC_2020_Train_DICOM_corrected/train/ISIC_9756079.dcm
6175,ISIC_2020_Train_DICOM_corrected/train/ISIC_4190569.dcm
6176,ISIC_2020_Train_DICOM_corrected/train/ISIC_3973431.dcm
6177,ISIC_2020_Train_DICOM_corrected/train/ISIC_0867503.dcm
6178,ISIC_2020_Train_DICOM_corrected/train/ISIC_9748845.dcm
6179,ISIC_2020_Train_DICOM_corrected/train/ISIC_9776533.dcm
6180,ISIC_2020_Train_DICOM_corrected/train/ISIC_7997461.dcm
6181,ISIC_2020_Train_DICOM_corrected/train/ISIC_7020177.dcm
6182,ISIC_2020_Train_DICOM_corrected/train/ISIC_1860049.dcm
6183,ISIC_2020_Train_DICOM_corrected/train/ISIC_7110889.dcm
6184,ISIC_2020_Train_DICOM_corrected/train/ISIC_7268804.dcm
6185,ISIC_2020_Train_DICOM_corrected/train/ISIC_8812186.dcm
6186,ISIC_2020_Train_DICOM_corrected/train/ISIC_2687175.dcm
6187,ISIC_2020_Train_DICOM_corrected/train/ISIC_0595080.dcm
6188,ISIC_2020_Train_DICOM_corrected/train/ISIC_0502419.dcm
6189,ISIC_2020_Train_DICOM_corrected/train/ISIC_2873294.dcm
6190,ISIC_2020_Train_DICOM_corrected/train/ISIC_0181445.dcm
6191,ISIC_2020_Train_DICOM_corrected/train/ISIC_1619640.dcm
6192,ISIC_2020_Train_DICOM_corrected/train/ISIC_8918703.dcm
6193,ISIC_2020_Train_DICOM_corrected/train/ISIC_6875430.dcm
6194,ISIC_2020_Train_DICOM_corrected/train/ISIC_6385296.dcm
6195,ISIC_2020_Train_DICOM_corrected/train/ISIC_7173333.dcm
6196,ISIC_2020_Train_DICOM_corrected/train/ISIC_3871468.dcm
6197,ISIC_2020_Train_DICOM_corrected/train/ISIC_7274080.dcm
6198,ISIC_2020_Train_DICOM_corrected/train/ISIC_7890638.dcm
6199,ISIC_2020_Train_DICOM_corrected/train/ISIC_9714746.dcm
6200,ISIC_2020_Train_DICOM_corrected/train/ISIC_5921777.dcm
6201,ISIC_2020_Train_DICOM_corrected/train/ISIC_4060769.dcm
6202,ISIC_2020_Train_DICOM_corrected/train/ISIC_3131821.dcm
6203,ISIC_2020_Train_DICOM_corrected/train/ISIC_3004646.dcm
6204,ISIC_2020_Train_DICOM_corrected/train/ISIC_4299282.dcm
6205,ISIC_2020_Train_DICOM_corrected/train/ISIC_7084553.dcm
6206,ISIC_2020_Train_DICOM_corrected/train/ISIC_5668727.dcm
6207,ISIC_2020_Train_DICOM_corrected/train/ISIC_2637608.dcm
6208,ISIC_2020_Train_DICOM_corrected/train/ISIC_1542389.dcm
6209,ISIC_2020_Train_DICOM_corrected/train/ISIC_0974293.dcm
6210,ISIC_2020_Train_DICOM_corrected/train/ISIC_2874203.dcm
6211,ISIC_2020_Train_DICOM_corrected/train/ISIC_9409255.dcm
6212,ISIC_2020_Train_DICOM_corrected/train/ISIC_3188617.dcm
6213,ISIC_2020_Train_DICOM_corrected/train/ISIC_4736149.dcm
6214,ISIC_2020_Train_DICOM_corrected/train/ISIC_2172628.dcm
6215,ISIC_2020_Train_DICOM_corrected/train/ISIC_5476277.dcm
6216,ISIC_2020_Train_DICOM_corrected/train/ISIC_7453962.dcm
6217,ISIC_2020_Train_DICOM_corrected/train/ISIC_9384566.dcm
6218,ISIC_2020_Train_DICOM_corrected/train/ISIC_6289684.dcm
6219,ISIC_2020_Train_DICOM_corrected/train/ISIC_5359127.dcm
6220,ISIC_2020_Train_DICOM_corrected/train/ISIC_6676508.dcm
6221,ISIC_2020_Train_DICOM_corrected/train/ISIC_3148048.dcm
6222,ISIC_2020_Train_DICOM_corrected/train/ISIC_2662644.dcm
6223,ISIC_2020_Train_DICOM_corrected/train/ISIC_4366175.dcm
6224,ISIC_2020_Train_DICOM_corrected/train/ISIC_7364244.dcm
6225,ISIC_2020_Train_DICOM_corrected/train/ISIC_3768930.dcm
6226,ISIC_2020_Train_DICOM_corrected/train/ISIC_1807319.dcm
6227,ISIC_2020_Train_DICOM_corrected/train/ISIC_5221636.dcm
6228,ISIC_2020_Train_DICOM_corrected/train/ISIC_1911358.dcm
6229,ISIC_2020_Train_DICOM_corrected/train/ISIC_8981184.dcm
6230,ISIC_2020_Train_DICOM_corrected/train/ISIC_3292074.dcm
6231,ISIC_2020_Train_DICOM_corrected/train/ISIC_2445971.dcm
6232,ISIC_2020_Train_DICOM_corrected/train/ISIC_3090246.dcm
6233,ISIC_2020_Train_DICOM_corrected/train/ISIC_1971254.dcm
6234,ISIC_2020_Train_DICOM_corrected/train/ISIC_4713733.dcm
6235,ISIC_2020_Train_DICOM_corrected/train/ISIC_6924549.dcm
6236,ISIC_2020_Train_DICOM_corrected/train/ISIC_1611503.dcm
6237,ISIC_2020_Train_DICOM_corrected/train/ISIC_3138290.dcm
6238,ISIC_2020_Train_DICOM_corrected/train/ISIC_6352963.dcm
6239,ISIC_2020_Train_DICOM_corrected/train/ISIC_7263013.dcm
6240,ISIC_2020_Train_DICOM_corrected/train/ISIC_0974833.dcm
6241,ISIC_2020_Train_DICOM_corrected/train/ISIC_3687799.dcm
6242,ISIC_2020_Train_DICOM_corrected/train/ISIC_7472736.dcm
6243,ISIC_2020_Train_DICOM_corrected/train/ISIC_7009273.dcm
6244,ISIC_2020_Train_DICOM_corrected/train/ISIC_1028550.dcm
6245,ISIC_2020_Train_DICOM_corrected/train/ISIC_5002227.dcm
6246,ISIC_2020_Train_DICOM_corrected/train/ISIC_5634353.dcm
6247,ISIC_2020_Train_DICOM_corrected/train/ISIC_2190479.dcm
6248,ISIC_2020_Train_DICOM_corrected/train/ISIC_3218403.dcm
6249,ISIC_2020_Train_DICOM_corrected/train/ISIC_9837207.dcm
6250,ISIC_2020_Train_DICOM_corrected/train/ISIC_5922588.dcm
6251,ISIC_2020_Train_DICOM_corrected/train/ISIC_8976889.dcm
6252,ISIC_2020_Train_DICOM_corrected/train/ISIC_1596868.dcm
6253,ISIC_2020_Train_DICOM_corrected/train/ISIC_8031554.dcm
6254,ISIC_2020_Train_DICOM_corrected/train/ISIC_5509691.dcm
6255,ISIC_2020_Train_DICOM_corrected/train/ISIC_0285051.dcm
6256,ISIC_2020_Train_DICOM_corrected/train/ISIC_0285157.dcm
6257,ISIC_2020_Train_DICOM_corrected/train/ISIC_5208613.dcm
6258,ISIC_2020_Train_DICOM_corrected/train/ISIC_2151856.dcm
6259,ISIC_2020_Train_DICOM_corrected/train/ISIC_7424792.dcm
6260,ISIC_2020_Train_DICOM_corrected/train/ISIC_2917372.dcm
6261,ISIC_2020_Train_DICOM_corrected/train/ISIC_1369273.dcm
6262,ISIC_2020_Train_DICOM_corrected/train/ISIC_6839452.dcm
6263,ISIC_2020_Train_DICOM_corrected/train/ISIC_6585659.dcm
6264,ISIC_2020_Train_DICOM_corrected/train/ISIC_9442018.dcm
6265,ISIC_2020_Train_DICOM_corrected/train/ISIC_2194141.dcm
6266,ISIC_2020_Train_DICOM_corrected/train/ISIC_2691727.dcm
6267,ISIC_2020_Train_DICOM_corrected/train/ISIC_4472903.dcm
6268,ISIC_2020_Train_DICOM_corrected/train/ISIC_2063479.dcm
6269,ISIC_2020_Train_DICOM_corrected/train/ISIC_1398485.dcm
6270,ISIC_2020_Train_DICOM_corrected/train/ISIC_9024529.dcm
6271,ISIC_2020_Train_DICOM_corrected/train/ISIC_4024269.dcm
6272,ISIC_2020_Train_DICOM_corrected/train/ISIC_9263990.dcm
6273,ISIC_2020_Train_DICOM_corrected/train/ISIC_4478326.dcm
6274,ISIC_2020_Train_DICOM_corrected/train/ISIC_6081906.dcm
6275,ISIC_2020_Train_DICOM_corrected/train/ISIC_1652897.dcm
6276,ISIC_2020_Train_DICOM_corrected/train/ISIC_8541533.dcm
6277,ISIC_2020_Train_DICOM_corrected/train/ISIC_5728067.dcm
6278,ISIC_2020_Train_DICOM_corrected/train/ISIC_9816203.dcm
6279,ISIC_2020_Train_DICOM_corrected/train/ISIC_1801687.dcm
6280,ISIC_2020_Train_DICOM_corrected/train/ISIC_1686254.dcm
6281,ISIC_2020_Train_DICOM_corrected/train/ISIC_4756979.dcm
6282,ISIC_2020_Train_DICOM_corrected/train/ISIC_8910635.dcm
6283,ISIC_2020_Train_DICOM_corrected/train/ISIC_6829008.dcm
6284,ISIC_2020_Train_DICOM_corrected/train/ISIC_2726186.dcm
6285,ISIC_2020_Train_DICOM_corrected/train/ISIC_5150141.dcm
6286,ISIC_2020_Train_DICOM_corrected/train/ISIC_6020102.dcm
6287,ISIC_2020_Train_DICOM_corrected/train/ISIC_8391622.dcm
6288,ISIC_2020_Train_DICOM_corrected/train/ISIC_4324163.dcm
6289,ISIC_2020_Train_DICOM_corrected/train/ISIC_2041726.dcm
6290,ISIC_2020_Train_DICOM_corrected/train/ISIC_3728659.dcm
6291,ISIC_2020_Train_DICOM_corrected/train/ISIC_6159783.dcm
6292,ISIC_2020_Train_DICOM_corrected/train/ISIC_5836021.dcm
6293,ISIC_2020_Train_DICOM_corrected/train/ISIC_1578253.dcm
6294,ISIC_2020_Train_DICOM_corrected/train/ISIC_5920471.dcm
6295,ISIC_2020_Train_DICOM_corrected/train/ISIC_2440407.dcm
6296,ISIC_2020_Train_DICOM_corrected/train/ISIC_1501034.dcm
6297,ISIC_2020_Train_DICOM_corrected/train/ISIC_2007034.dcm
6298,ISIC_2020_Train_DICOM_corrected/train/ISIC_3374533.dcm
6299,ISIC_2020_Train_DICOM_corrected/train/ISIC_3479903.dcm
6300,ISIC_2020_Train_DICOM_corrected/train/ISIC_3466041.dcm
6301,ISIC_2020_Train_DICOM_corrected/train/ISIC_4696783.dcm
6302,ISIC_2020_Train_DICOM_corrected/train/ISIC_6161590.dcm
6303,ISIC_2020_Train_DICOM_corrected/train/ISIC_8392065.dcm
6304,ISIC_2020_Train_DICOM_corrected/train/ISIC_5538346.dcm
6305,ISIC_2020_Train_DICOM_corrected/train/ISIC_6562435.dcm
6306,ISIC_2020_Train_DICOM_corrected/train/ISIC_9298545.dcm
6307,ISIC_2020_Train_DICOM_corrected/train/ISIC_0791303.dcm
6308,ISIC_2020_Train_DICOM_corrected/train/ISIC_4963111.dcm
6309,ISIC_2020_Train_DICOM_corrected/train/ISIC_0496975.dcm
6310,ISIC_2020_Train_DICOM_corrected/train/ISIC_9073150.dcm
6311,ISIC_2020_Train_DICOM_corrected/train/ISIC_7287338.dcm
6312,ISIC_2020_Train_DICOM_corrected/train/ISIC_2874940.dcm
6313,ISIC_2020_Train_DICOM_corrected/train/ISIC_2944487.dcm
6314,ISIC_2020_Train_DICOM_corrected/train/ISIC_5002738.dcm
6315,ISIC_2020_Train_DICOM_corrected/train/ISIC_3659682.dcm
6316,ISIC_2020_Train_DICOM_corrected/train/ISIC_1426781.dcm
6317,ISIC_2020_Train_DICOM_corrected/train/ISIC_8931948.dcm
6318,ISIC_2020_Train_DICOM_corrected/train/ISIC_3642399.dcm
6319,ISIC_2020_Train_DICOM_corrected/train/ISIC_4950151.dcm
6320,ISIC_2020_Train_DICOM_corrected/train/ISIC_6971473.dcm
6321,ISIC_2020_Train_DICOM_corrected/train/ISIC_2145943.dcm
6322,ISIC_2020_Train_DICOM_corrected/train/ISIC_9590727.dcm
6323,ISIC_2020_Train_DICOM_corrected/train/ISIC_4133875.dcm
6324,ISIC_2020_Train_DICOM_corrected/train/ISIC_9373089.dcm
6325,ISIC_2020_Train_DICOM_corrected/train/ISIC_0827099.dcm
6326,ISIC_2020_Train_DICOM_corrected/train/ISIC_3556570.dcm
6327,ISIC_2020_Train_DICOM_corrected/train/ISIC_2751781.dcm
6328,ISIC_2020_Train_DICOM_corrected/train/ISIC_6653225.dcm
6329,ISIC_2020_Train_DICOM_corrected/train/ISIC_2682598.dcm
6330,ISIC_2020_Train_DICOM_corrected/train/ISIC_2254653.dcm
6331,ISIC_2020_Train_DICOM_corrected/train/ISIC_8654660.dcm
6332,ISIC_2020_Train_DICOM_corrected/train/ISIC_7883540.dcm
6333,ISIC_2020_Train_DICOM_corrected/train/ISIC_5315726.dcm
6334,ISIC_2020_Train_DICOM_corrected/train/ISIC_5640472.dcm
6335,ISIC_2020_Train_DICOM_corrected/train/ISIC_7587078.dcm
6336,ISIC_2020_Train_DICOM_corrected/train/ISIC_3043219.dcm
6337,ISIC_2020_Train_DICOM_corrected/train/ISIC_9295267.dcm
6338,ISIC_2020_Train_DICOM_corrected/train/ISIC_6473446.dcm
6339,ISIC_2020_Train_DICOM_corrected/train/ISIC_5704793.dcm
6340,ISIC_2020_Train_DICOM_corrected/train/ISIC_9157809.dcm
6341,ISIC_2020_Train_DICOM_corrected/train/ISIC_7908954.dcm
6342,ISIC_2020_Train_DICOM_corrected/train/ISIC_9605122.dcm
6343,ISIC_2020_Train_DICOM_corrected/train/ISIC_2356539.dcm
6344,ISIC_2020_Train_DICOM_corrected/train/ISIC_8790201.dcm
6345,ISIC_2020_Train_DICOM_corrected/train/ISIC_7780895.dcm
6346,ISIC_2020_Train_DICOM_corrected/train/ISIC_7951857.dcm
6347,ISIC_2020_Train_DICOM_corrected/train/ISIC_1036491.dcm
6348,ISIC_2020_Train_DICOM_corrected/train/ISIC_8762437.dcm
6349,ISIC_2020_Train_DICOM_corrected/train/ISIC_4766531.dcm
6350,ISIC_2020_Train_DICOM_corrected/train/ISIC_1752589.dcm
6351,ISIC_2020_Train_DICOM_corrected/train/ISIC_4943237.dcm
6352,ISIC_2020_Train_DICOM_corrected/train/ISIC_5503386.dcm
6353,ISIC_2020_Train_DICOM_corrected/train/ISIC_5684012.dcm
6354,ISIC_2020_Train_DICOM_corrected/train/ISIC_9060377.dcm
6355,ISIC_2020_Train_DICOM_corrected/train/ISIC_3691714.dcm
6356,ISIC_2020_Train_DICOM_corrected/train/ISIC_8633512.dcm
6357,ISIC_2020_Train_DICOM_corrected/train/ISIC_0221351.dcm
6358,ISIC_2020_Train_DICOM_corrected/train/ISIC_1330763.dcm
6359,ISIC_2020_Train_DICOM_corrected/train/ISIC_6930612.dcm
6360,ISIC_2020_Train_DICOM_corrected/train/ISIC_1932154.dcm
6361,ISIC_2020_Train_DICOM_corrected/train/ISIC_1365434.dcm
6362,ISIC_2020_Train_DICOM_corrected/train/ISIC_2697895.dcm
6363,ISIC_2020_Train_DICOM_corrected/train/ISIC_0294687.dcm
6364,ISIC_2020_Train_DICOM_corrected/train/ISIC_5298608.dcm
6365,ISIC_2020_Train_DICOM_corrected/train/ISIC_7506623.dcm
6366,ISIC_2020_Train_DICOM_corrected/train/ISIC_7617170.dcm
6367,ISIC_2020_Train_DICOM_corrected/train/ISIC_7086336.dcm
6368,ISIC_2020_Train_DICOM_corrected/train/ISIC_0909082.dcm
6369,ISIC_2020_Train_DICOM_corrected/train/ISIC_4315770.dcm
6370,ISIC_2020_Train_DICOM_corrected/train/ISIC_9167794.dcm
6371,ISIC_2020_Train_DICOM_corrected/train/ISIC_5018298.dcm
6372,ISIC_2020_Train_DICOM_corrected/train/ISIC_2338423.dcm
6373,ISIC_2020_Train_DICOM_corrected/train/ISIC_3561821.dcm
6374,ISIC_2020_Train_DICOM_corrected/train/ISIC_7442106.dcm
6375,ISIC_2020_Train_DICOM_corrected/train/ISIC_7727974.dcm
6376,ISIC_2020_Train_DICOM_corrected/train/ISIC_3429014.dcm
6377,ISIC_2020_Train_DICOM_corrected/train/ISIC_7249601.dcm
6378,ISIC_2020_Train_DICOM_corrected/train/ISIC_8787152.dcm
6379,ISIC_2020_Train_DICOM_corrected/train/ISIC_0614681.dcm
6380,ISIC_2020_Train_DICOM_corrected/train/ISIC_2127685.dcm
6381,ISIC_2020_Train_DICOM_corrected/train/ISIC_3575305.dcm
